Team,Order Ref,Order Label,Duration,Certificate Order Status,Signed Certificate,Signed Certificate Status,Effective Date,Expiration Date,Common Name,Organization Name,Locality,State,Country,SANs,Order Date,Certificate Serial Number,Certificate Request Date,Additional Email
 ab3-1k5q8fk,co-f21k8gcsfc0,Premium Multi-subdomain SSL,730,waiting for csr,,,,,,,,,,,2025-07-28 21:35:59 -0500,,[],[]
